title,Longitude,Latitude
Tamworth Respiratory Clinic,150.9228782,-31.1124398
Taree Douglass Hanly Moir Pathology,152.458148,-31.911263
Taree Respiratory Clinic,152.45988,-31.912897
Tea Gardens 4Cyte Pathology Drive-through Clinic,152.1543149,-32.66462283
Telerah Histopath Pathology Drive-through Clinic,151.5278543,-32.72742911
Temora Hospital ,147.5433521,-34.44272898
Tempe Laverty Pathology Drive-through Clinic,151.1671578,-33.9218874
Tenterfield Sullivan Nicolaides Pathology,152.019515,-29.053048
The Tweed Hospital testing Clinic,153.545433,-28.177127
Thredbo Resort Pop-up Clinic,148.3095128,-36.5012288
Tibooburra Drive-through Pop-up Clinic,142.0121653,-29.43293487
Toongabbie Medlab Pathology Walk-in Clinic ,150.9502608,-33.78920766
Tottenham Multi-purpose Service,147.3498163,-32.24184119
Trangie Multi-purpose Service,147.9769952,-32.03046678
Trundle Multi-Purpose Service,147.7051733,-32.92111854
Tuggerah Douglass Hanly Moir Pathology Drive-through Clinic,151.423501,-33.312482
Tullamore Multi Purpose Health Service,147.569515,-32.63453032
Tumbi Umbi Douglass Hanly Moir Pathology Drive-through Clinic,151.4393655,-33.3611057
Tumut Respiratory Clinic,148.2098946,-35.2954524
Tweed Heads QML Pathology Drive-through Pathology,153.5418525,-28.1755989
Tweed Heads Sullivan Nicolaides Pathology,153.5402624,-28.17875849
Ulladulla Respiratory Clinic,150.4743207,-35.359154
University of Newcastle Drive-through Clinic,151.697375,-32.895977
Vineyard 4Cyte Pathology Drive-through and Walk-in Clinic,150.8459666,-33.63331951
Wagga Wagga Douglass Hanly Moir Pathology,147.352275,-35.118787
Wagga Wagga Drive-through Clinic,147.3921999,-35.12867464
Wagga Wagga Laverty Pathology Drive-through Clinic,147.376158,-35.105942
Wagga Wagga Respiratory Clinic,147.332643,-35.136424
Wagga Wagga Testing Clinic,147.3602808,-35.11337856
Walgett Mobile Respiratory Clinic,148.1188795,-30.0226256
Walgett Multi-Purpose Health Service,148.1156133,-30.03084258
Wallsend 4Cyte Pathology Drive-through Clinic,151.669261,-32.90248
Warialda Multi-Purpose Service,150.5794178,-29.53807719
Warilla Southern.IML Pathology Drive-through Clinic,150.860606,-34.551443
Warners Bay 4Cyte Pathology Drive-through Clinic,151.658862,-32.965261
Warren Multi-Purpose Service,147.837508,-31.69398128
Warringah Aquatic Centre Histopath Pathology Drive-through Clinic,151.236439,-33.755252
Wauchope Drive-through Pop-Up Clinic,152.7243181,-31.45645462
Wauchope Respiratory Clinic,152.7136741,-31.4692323
Wee Waa Community Hospital,149.4493594,-30.22531067
Wee Waa Respiratory Clinic,149.457391,-30.216559
Wellington Hospital Pop-up Clinic,148.9527229,-32.5497679
Wentworth Showgrounds Drive-through Pop-up Clinic,141.9287849,-34.10055951
Wentworthville 4Cyte Pathology Clinic,150.9742702,-33.8087582
Werrington Histopath Pathology Drive-through Clinic,150.7462493,-33.76158844
West Ryde MedLab Pathology Drive-through Clinic,151.0878954,-33.8039461
West Wyalong Hospital,147.1967518,-33.91644038
Westmead Hospital,150.988019,-33.804767
Westmead Laverty Pathology,150.989016,-33.818727
Westmead Medlab Pathology Walk-in Clinic,150.9879247,-33.81067919
Wetherill Park 4Cyte Drive-through and Walk-in Clinic,150.9092671,-33.85262774
White Cliffs Drive-though Pop-up Clinic,143.0887424,-30.8547877
Wichkam Histopath Pathology Drive-through Clinic,151.7628989,-32.92514008
Wickham 4Cyte Pathology Drive-through Clinic,151.7552015,-32.91934147
Wilcannia Drive-though Pop-up clinic,143.3812328,-31.55624695
Willoughby Laverty Pathology Drive-through Clinic,151.2041395,-33.8113719
Windale Clinical Labs Pathology Pop-up Clinic,151.6828654,-32.99249513
Windsor Respiratory Clinic,150.8973083,-33.89613538
Wollongong 4Cyte Pathology Drive-through Clinic,150.876328,-34.425562
Wollongong Hospital,150.88353,-34.42476
Wollongong JJ Kelly Park Southern.IML Pathology Drive-through Clinic,150.8939145,-34.43825872
Wollongong Laverty Pathology Drive-through Clinic,150.8956411,-34.43130727
Wollongong Southern.IML Pathology Drive-through Clinic,150.8882892,-34.42487172
Woolgoolga Pop-up Clinic,153.1963096,-30.1111884
Woolgoolga Sullivan Nicolaides Pathology (Beach Street),153.199844,-30.110111
Woolooware Laverty Drive-through Clinic,151.1364884,-34.03907165
Woy Woy 4Cyte Pathology Walk-in Clinic,151.3350208,-33.48574958
Woy Woy Douglass Hanly Moir Pathology,151.324562,-33.488517
Woy Woy Laverty Pathology Drive-through Clinic,151.3261151,-33.48542608
Wyong Histopath Pathology Drive-through Clinic,151.4274897,-33.2834561
Wyong Hospital,151.479546,-33.2608533
Yagoona MedLab Pathology Walk-in and Drive-through Clinic,151.0235485,-33.90759566
Yamba Respiratory Clinic,153.3628534,-29.434701
Yamba Sullivan Nicolaides Pathology,153.344709,-29.435693
Young Laverty Pathology Drive-through Clinic,148.3005393,-34.31549234
Young Respiratory Clinic,148.3018087,-34.3144817
Yass Drive-through Clinic,148.9090074,-34.8519632
Narrandera Hospital,146.548382,-34.74345828
Lake Cargelligo Hospital,146.3741025,-33.29184375
Eden Drive-through Clinic,149.9052663,-37.06843704
Minto MedLab Pathology Walk-in,150.8511458,-34.02968878
Austral Medlab Pathlogy Drive-through Clinic,150.8122893,-33.92976511
